SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:47;;;
Projet;_Forest resources database;;;;;;;
;;;;;;;;
;;;;;;;;
Calculation: ;Analyser;;;;;;;
Results: ;Inventaire;;;;;;;
Product: ;1 m3 _Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U (of project _Forest resources database);;;;;;;
Méthode: ;;;;;;;;
Indicateur: ;Inventaire;;;;;;;
Unité: ;?;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;
Per sub-compartment: ;Oui;;;;;;;
Default units: ;Non;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;
Sorted on item: ;Substance;;;;;;;
Sort order: ;Croissant;;;;;;;
;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U;_Power sawing, without catalytic converter/hr/RER_357XP/Husqvarna U (2009);Operation, passenger car, diesel, fleet average/RER S
814;Phosphorus;Eau;ocean;kg;9.79082E-08;x;9.00904E-08;7.81786E-09
815;Phosphorus;Eau;river;kg;9.76186E-08;x;8.43262E-08;1.32924E-08
816;Phosphorus;Sol;agricultural;kg;2.64045E-08;x;2.48753E-08;1.52916E-09
817;Phosphorus;Sol;industrial;kg;8.5994E-07;x;7.79296E-07;8.06448E-08
818;Phosphorus, 18% in apatite, 4% in crude ore, in ground;Brut;in ground;kg;7.39289E-06;x;6.78732E-06;6.05563E-07
819;Pirimicarb;Sol;agricultural;kg;1.0273E-12;x;7.92804E-13;2.34491E-13
820;Platinum;Air;high. pop.;kg;9.42341E-16;x;7.57727E-16;1.84614E-16
821;Platinum;Air;low. pop.;kg;2.88386E-14;x;2.69056E-14;1.93303E-15
822;Plutonium-238;Air;low. pop.;Bq;2.84936E-10;x;2.65256E-10;1.96801E-11
823;Plutonium-alpha;Air;low. pop.;Bq;6.53179E-10;x;6.08066E-10;4.51134E-11
824;Polonium-210;Air;;Bq;2.62452E-11;x;2.43741E-11;1.87109E-12
825;Polonium-210;Air;high. pop.;Bq;0.003849811;x;0.003817054;3.27571E-05
826;Polonium-210;Air;low. pop.;Bq;0.019404329;x;0.018150468;0.00125386
827;Polonium-210;Eau;groundwater;Bq;2.71428E-05;x;2.49189E-05;2.2239E-06
828;Polonium-210;Eau;ocean;Bq;0.032135636;x;0.029496985;0.002638651
829;Polonium-210;Eau;river;Bq;0.004861651;x;0.004557004;0.000304648
830;Polychlorinated biphenyls;Air;;kg;1.12057E-10;x;1.03554E-10;8.50237E-12
831;Polychlorinated biphenyls;Air;high. pop.;kg;2.76967E-15;x;2.74097E-15;2.87076E-17
832;Potassium;Air;high. pop.;kg;5.38733E-07;x;5.10378E-07;2.83547E-08
833;Potassium;Air;low. pop.;kg;5.07193E-09;x;4.6664E-09;4.05532E-10
834;Potassium;Sol;agricultural;kg;1.46843E-07;x;1.38339E-07;8.50397E-09
835;Potassium;Sol;industrial;kg;6.01944E-06;x;5.45492E-06;5.64514E-07
836;Potassium-40;Air;;Bq;3.53278E-12;x;3.28092E-12;2.5186E-13
837;Potassium-40;Air;high. pop.;Bq;0.00061145;x;0.000606247;5.20235E-06
838;Potassium-40;Air;low. pop.;Bq;0.002451893;x;0.00229724;0.000154653
839;Potassium-40;Eau;groundwater;Bq;2.15592E-06;x;1.97928E-06;1.76639E-07
840;Potassium-40;Eau;ocean;Bq;0.002545208;x;0.002336221;0.000208987
841;Potassium-40;Eau;river;Bq;0.006102805;x;0.005720378;0.000382427
842;Potassium chloride;Brut;in ground;kg;8.09419E-07;x;7.60914E-07;4.8505E-08
843;Potassium, ion;Eau;groundwater;kg;5.64135E-06;x;5.29121E-06;3.50143E-07
844;Potassium, ion;Eau;ocean;kg;5.15179E-05;x;4.73513E-05;4.16663E-06
845;Potassium, ion;Eau;river;kg;0.000112455;x;9.91642E-05;1.32903E-05
846;Propanal;Air;;kg;3.8994E-18;x;3.71855E-18;1.8085E-19
847;Propanal;Air;high. pop.;kg;3.9191E-11;x;3.49544E-11;4.23668E-12
848;Propanal;Eau;river;kg;2.15146E-14;x;1.97564E-14;1.75818E-15
849;Propane;Air;;kg;7.83208E-11;x;7.46882E-11;3.63257E-12
850;Propane;Air;high. pop.;kg;3.41751E-05;x;3.00115E-05;4.16354E-06
851;Propane;Air;low. pop.;kg;2.60868E-06;x;2.44445E-06;1.64228E-07
852;Propene;Air;;kg;9.23209E-14;x;8.8039E-14;4.28189E-15
853;Propene;Air;high. pop.;kg;1.67321E-06;x;1.47314E-06;2.00074E-07
854;Propene;Air;low. pop.;kg;1.82263E-08;x;1.6835E-08;1.39129E-09
855;Propene;Eau;river;kg;7.76851E-08;x;7.12626E-08;6.42252E-09
856;Propionic acid;Air;;kg;1.77751E-12;x;1.69507E-12;8.24413E-14
857;Propionic acid;Air;high. pop.;kg;1.037E-08;x;1.00742E-08;2.95734E-10
858;Propionic acid;Eau;river;kg;1.03566E-13;x;9.17305E-14;1.1836E-14
859;Propylamine;Air;high. pop.;kg;3.58644E-15;x;3.29334E-15;2.93101E-16
860;Propylamine;Eau;river;kg;8.60735E-15;x;7.90392E-15;7.03431E-16
861;Propylene oxide;Air;high. pop.;kg;1.2227E-08;x;1.18295E-08;3.97482E-10
862;Propylene oxide;Eau;river;kg;2.94184E-08;x;2.8462E-08;9.56399E-10
863;Protactinium-234;Air;low. pop.;Bq;0.000284561;x;0.000264065;2.04968E-05
864;Protactinium-234;Eau;river;Bq;0.005244906;x;0.004867063;0.000377843
865;Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;2.01383E-10;x;1.99837E-10;1.546E-12
866;Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;7.21926E-10;x;7.16384E-10;5.54215E-12
867;Radioactive species, alpha emitters;Eau;river;Bq;6.31525E-05;x;5.79664E-05;5.18603E-06
868;Radioactive species, Nuclides, unspecified;Eau;ocean;Bq;2.028372279;x;1.88828324;0.140089039
869;Radioactive species, Nuclides, unspecified;Eau;river;Bq;0.00617075;x;0.005727857;0.000442892
870;Radioactive species, other beta emitters;Air;high. pop.;Bq;0.010201492;x;0.007244578;0.002956914
871;Radioactive species, other beta emitters;Air;low. pop.;Bq;1.20691E-05;x;1.12875E-05;7.81669E-07
872;Radium-224;Eau;ocean;Bq;0.610755466;x;0.561325007;0.049430458
873;Radium-224;Eau;river;Bq;1.260814859;x;1.108709658;0.152105201
874;Radium-226;Air;;Bq;3.70697E-12;x;3.44269E-12;2.64281E-13
875;Radium-226;Air;high. pop.;Bq;0.000543515;x;0.00053889;4.62446E-06
876;Radium-226;Air;low. pop.;Bq;0.012041522;x;0.011193354;0.000848168
877;Radium-226;Eau;;Bq;1.34707E-05;x;1.28459E-05;6.24787E-07
878;Radium-226;Eau;groundwater;Bq;2.00082E-05;x;1.83689E-05;1.63929E-06
879;Radium-226;Eau;ocean;Bq;1.00088032;x;0.91984533;0.081034989
880;Radium-226;Eau;river;Bq;5.282583758;x;4.8040164;0.478567358
881;Radium-228;Air;;Bq;1.09837E-12;x;1.02006E-12;7.83066E-14
882;Radium-228;Air;high. pop.;Bq;0.002944001;x;0.002918963;2.50378E-05
883;Radium-228;Air;low. pop.;Bq;0.0009294;x;0.00087074;5.86596E-05
884;Radium-228;Eau;;Bq;1.89554E-05;x;1.80762E-05;8.79163E-07
885;Radium-228;Eau;ocean;Bq;1.221477868;x;1.122618018;0.098859851
886;Radium-228;Eau;river;Bq;2.521576247;x;2.217376508;0.304199739
887;Radon-220;Air;;Bq;7.70971E-11;x;7.16006E-11;5.49651E-12
888;Radon-220;Air;high. pop.;Bq;4.5315E-05;x;4.49277E-05;3.87332E-07
889;Radon-220;Air;low. pop.;Bq;0.112549882;x;0.105472928;0.007076954
890;Radon-222;Air;;Bq;4.33013E-11;x;4.02142E-11;3.0871E-12
891;Radon-222;Air;high. pop.;Bq;4.53057E-05;x;4.49191E-05;3.8665E-07
892;Radon-222;Air;low. pop.;Bq;895.1971654;x;829.72028;65.47688543
893;Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;1.98934E-10;x;1.97474E-10;1.46017E-12
894;Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;6.23097E-10;x;6.18524E-10;4.57339E-12
895;Rhenium;Brut;in ground;kg;1.02474E-09;x;1.02206E-09;2.68428E-12
896;Rubidium;Eau;ocean;kg;1.22148E-07;x;1.12262E-07;9.88599E-09
897;Rubidium;Eau;river;kg;2.52158E-07;x;2.21738E-07;3.042E-08
898;Ruthenium-103;Air;low. pop.;Bq;4.02521E-10;x;3.18878E-10;8.36429E-11
899;Ruthenium-103;Eau;river;Bq;3.91081E-07;x;3.09815E-07;8.12664E-08
900;Sand;Brut;in ground;kg;5.11676E-07;x;4.92502E-07;1.91736E-08
901;Scandium;Air;high. pop.;kg;5.70667E-11;x;5.65813E-11;4.85402E-13
902;Scandium;Air;low. pop.;kg;1.58779E-11;x;1.46339E-11;1.24394E-12
903;Scandium;Eau;groundwater;kg;3.36543E-09;x;3.15625E-09;2.09179E-10
904;Scandium;Eau;river;kg;2.52454E-09;x;2.38566E-09;1.38884E-10
905;Selenium;Air;;kg;6.41094E-10;x;2.55725E-11;6.15522E-10
906;Selenium;Air;high. pop.;kg;1.32429E-08;x;1.22711E-08;9.71816E-10
907;Selenium;Air;low. pop.;kg;9.73534E-09;x;9.14566E-09;5.89688E-10
908;Selenium;Air;stratosphere + troposphere;kg;3.65228E-16;x;3.62092E-16;3.13636E-18
909;Selenium;Eau;;kg;2.2612E-14;x;2.15633E-14;1.04874E-15
910;Selenium;Eau;groundwater;kg;7.12744E-09;x;6.68836E-09;4.39075E-10
911;Selenium;Eau;ocean;kg;3.79291E-09;x;3.49001E-09;3.02899E-10
912;Selenium;Eau;river;kg;6.57891E-09;x;5.93445E-09;6.44459E-10
913;Shale;Brut;in ground;kg;4.85316E-08;x;4.77755E-08;7.5608E-10
914;Silicon;Air;;kg;1.59354E-15;x;1.46446E-15;1.29075E-16
915;Silicon;Air;high. pop.;kg;7.36813E-07;x;7.28818E-07;7.99549E-09
916;Silicon;Air;low. pop.;kg;8.39064E-08;x;7.85287E-08;5.37774E-09
917;Silicon;Eau;groundwater;kg;4.44136E-06;x;4.16185E-06;2.79506E-07
918;Silicon;Eau;ocean;kg;3.69323E-09;x;3.33134E-09;3.61892E-10
919;Silicon;Eau;river;kg;5.90097E-06;x;5.78278E-06;1.18189E-07
920;Silicon;Sol;agricultural;kg;2.52292E-07;x;2.38895E-07;1.33969E-08
921;Silicon;Sol;industrial;kg;1.71986E-06;x;1.55857E-06;1.61285E-07
922;Silicon tetrafluoride;Air;low. pop.;kg;5.58351E-11;x;5.12603E-11;4.57478E-12
923;Silver;Air;high. pop.;kg;9.94831E-12;x;9.26312E-12;6.85188E-13
924;Silver;Air;low. pop.;kg;3.88556E-14;x;3.69333E-14;1.92227E-15
925;Silver-110;Air;low. pop.;Bq;3.98926E-09;x;3.16029E-09;8.28966E-10
926;Silver-110;Eau;river;Bq;0.00332218;x;0.002913215;0.000408965
927;Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground;Brut;in ground;kg;6.01543E-09;x;5.95001E-09;6.54214E-11
928;Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground;Brut;in ground;kg;4.29165E-09;x;4.24495E-09;4.67084E-11
929;Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground;Brut;in ground;kg;3.96183E-10;x;3.91874E-10;4.30865E-12
930;Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground;Brut;in ground;kg;9.04836E-10;x;8.94995E-10;9.84056E-12
931;Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground;Brut;in ground;kg;8.8689E-10;x;8.77245E-10;9.64534E-12
932;Silver, Ag 9.7E-4%, Au 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground;Brut;in ground;kg;5.8522E-10;x;5.78856E-10;6.36451E-12
933;Silver, ion;Eau;;kg;2.13294E-11;x;2.03401E-11;9.89238E-13
934;Silver, ion;Eau;groundwater;kg;1.9337E-10;x;1.81645E-10;1.17251E-11
935;Silver, ion;Eau;ocean;kg;7.32874E-09;x;6.73558E-09;5.93163E-10
936;Silver, ion;Eau;river;kg;2.31501E-08;x;2.00247E-08;3.12548E-09
937;Sodium;Air;;kg;7.16336E-12;x;6.51353E-12;6.49832E-13
938;Sodium;Air;high. pop.;kg;7.95532E-07;x;7.37484E-07;5.80486E-08
939;Sodium;Air;low. pop.;kg;2.85357E-09;x;2.62277E-09;2.30802E-10
940;Sodium;Sol;;kg;6.89696E-08;x;5.68969E-08;1.20727E-08
941;Sodium;Sol;industrial;kg;3.43974E-05;x;3.11716E-05;3.22581E-06
942;Sodium-24;Eau;river;Bq;1.40233E-05;x;1.11093E-05;2.91405E-06
943;Sodium chlorate;Air;high. pop.;kg;6.26192E-10;x;5.74958E-10;5.12345E-11
944;Sodium chloride;Brut;in ground;kg;0.000492551;x;0.000447865;4.46858E-05
945;Sodium dichromate;Air;high. pop.;kg;2.90178E-10;x;2.6129E-10;2.88878E-11
946;Sodium formate;Air;high. pop.;kg;1.04336E-11;x;1.01419E-11;2.9164E-13
947;Sodium formate;Eau;river;kg;2.50662E-11;x;2.43656E-11;7.00648E-13
948;Sodium hydroxide;Air;high. pop.;kg;7.62623E-10;x;7.54705E-10;7.91862E-12
949;Sodium nitrate;Brut;in ground;kg;2.5051E-13;x;2.40405E-13;1.01053E-14
950;Sodium sulphate;Brut;in ground;kg;1.52433E-05;x;1.39904E-05;1.2529E-06
951;Sodium, ion;Eau;;kg;7.13252E-06;x;4.39514E-06;2.73738E-06
952;Sodium, ion;Eau;groundwater;kg;1.26618E-05;x;1.18689E-05;7.92917E-07
953;Sodium, ion;Eau;ocean;kg;0.003740068;x;0.003437446;0.000302622
954;Sodium, ion;Eau;river;kg;0.007694623;x;0.006767139;0.000927483
955;Solids, inorganic;Eau;groundwater;kg;0.000100056;x;9.37338E-05;6.32187E-06
956;Solids, inorganic;Eau;river;kg;6.47575E-06;x;5.93526E-06;5.40493E-07
957;Solved solids;Eau;;kg;4.52241E-07;x;4.31267E-07;2.09744E-08
958;Solved solids;Eau;groundwater;kg;3.56892E-06;x;3.34745E-06;2.21473E-07
959;Solved solids;Eau;river;kg;4.33274E-06;x;4.08088E-06;2.5186E-07
960;Stibnite;Brut;in ground;kg;6.60982E-13;x;4.69395E-13;1.91587E-13
961;Strontium;Air;;kg;1.30961E-17;x;1.21624E-17;9.33657E-19
962;Strontium;Air;high. pop.;kg;8.60635E-09;x;8.53309E-09;7.32623E-11
963;Strontium;Air;low. pop.;kg;1.05544E-08;x;9.87855E-09;6.75805E-10
964;Strontium;Eau;;kg;5.54872E-10;x;5.29137E-10;2.57351E-11
965;Strontium;Eau;groundwater;kg;2.99045E-07;x;2.80672E-07;1.83729E-08
966;Strontium;Eau;ocean;kg;2.21634E-05;x;2.03698E-05;1.79357E-06
967;Strontium;Eau;river;kg;4.56348E-05;x;4.01283E-05;5.50654E-06
968;Strontium;Sol;agricultural;kg;1.6843E-09;x;1.47923E-09;2.05074E-10
969;Strontium;Sol;industrial;kg;1.71986E-07;x;1.55857E-07;1.61285E-08
970;Strontium-89;Eau;river;Bq;6.09065E-05;x;5.263E-05;8.27654E-06
971;Strontium-90;Eau;ocean;Bq;0.043223223;x;0.040237948;0.002985275
972;Strontium-90;Eau;river;Bq;2.820839774;x;2.6418768;0.178962974
973;Styrene;Air;;kg;2.56623E-19;x;2.44721E-19;1.19021E-20
974;Styrene;Air;high. pop.;kg;8.52728E-10;x;7.74592E-10;7.8136E-11
975;Styrene;Air;low. pop.;kg;7.41933E-12;x;6.94849E-12;4.70848E-13
976;Sulfate;Air;;kg;2.18986E-10;x;1.98538E-10;2.04477E-11
977;Sulfate;Air;high. pop.;kg;1.73738E-06;x;1.59059E-06;1.46785E-07
978;Sulfate;Air;low. pop.;kg;2.13997E-08;x;1.9858E-08;1.54163E-09
979;Sulfate;Eau;;kg;2.25891E-08;x;2.05193E-08;2.06983E-09
980;Sulfate;Eau;groundwater;kg;0.000379121;x;0.00035903;2.00916E-05
981;Sulfate;Eau;ocean;kg;6.88064E-05;x;6.32481E-05;5.55825E-06
982;Sulfate;Eau;river;kg;0.000130204;x;0.000119956;1.0248E-05
983;Sulfide;Eau;ocean;kg;2.6032E-08;x;2.3957E-08;2.07495E-09
984;Sulfide;Eau;river;kg;1.98012E-08;x;1.6958E-08;2.84326E-09
985;Sulfite;Eau;river;kg;1.29611E-07;x;1.2139E-07;8.22142E-09
986;Sulfur;Brut;in ground;kg;2.72481E-07;x;2.6237E-07;1.01112E-08
987;Sulfur;Eau;;kg;2.69739E-11;x;2.57228E-11;1.25109E-12
988;Sulfur;Eau;ocean;kg;1.72088E-07;x;1.58201E-07;1.38874E-08
989;Sulfur;Eau;river;kg;6.49937E-06;x;5.95793E-06;5.41431E-07
990;Sulfur;Sol;agricultural;kg;3.98837E-08;x;3.82002E-08;1.68344E-09
991;Sulfur;Sol;industrial;kg;1.03193E-05;x;9.35161E-06;9.67733E-07
992;Sulfur dioxide;Air;;kg;1.8457E-05;x;1.09206E-05;7.53638E-06
993;Sulfur dioxide;Air;high. pop.;kg;0.000826051;x;0.000774378;5.16727E-05
994;Sulfur dioxide;Air;low. pop.;kg;0.002221217;x;0.002074176;0.000147041
995;Sulfur dioxide;Air;stratosphere + troposphere;kg;3.65228E-11;x;3.62092E-11;3.13636E-13
996;Sulfur hexafluoride;Air;;kg;1.19892E-08;x;1.13002E-08;6.88973E-10
997;Sulfur hexafluoride;Air;low. pop.;kg;3.02536E-07;x;3.02536E-07;3.10192E-13
998;Sulfur trioxide;Air;high. pop.;kg;2.88318E-12;x;2.59482E-12;2.88356E-13
999;Sulfuric acid;Air;high. pop.;kg;1.59669E-10;x;1.58006E-10;1.66296E-12
1000;Sulfuric acid;Air;low. pop.;kg;6.13114E-14;x;5.70965E-14;4.21483E-15
1001;Sulfuric acid;Sol;agricultural;kg;9.85702E-14;x;9.75481E-14;1.02212E-15
1002;Suspended solids, unspecified;Eau;;kg;1.97083E-06;x;1.8255E-06;1.45324E-07
1003;Suspended solids, unspecified;Eau;ocean;kg;0.000487104;x;0.000448161;3.89432E-05
1004;Suspended solids, unspecified;Eau;river;kg;3.14793E-05;x;2.79351E-05;3.54418E-06
1005;t-Butyl methyl ether;Air;high. pop.;kg;7.68325E-06;x;7.68325E-06;4.59759E-12
1006;t-Butyl methyl ether;Eau;ocean;kg;8.01815E-08;x;7.37783E-08;6.40311E-09
1007;t-Butyl methyl ether;Eau;river;kg;1.17857E-07;x;1.17857E-07;8.50855E-14
1008;t-Butylamine;Air;high. pop.;kg;1.29343E-14;x;1.04067E-14;2.52766E-15
1009;t-Butylamine;Eau;river;kg;3.1043E-14;x;2.49764E-14;6.06662E-15
1010;Talc;Brut;in ground;kg;1.48608E-07;x;1.466E-07;2.00756E-09
1011;Tantalum;Brut;in ground;kg;4.74085E-09;x;4.68976E-09;5.10916E-11
1012;Tebutam;Sol;agricultural;kg;3.30272E-12;x;2.59409E-12;7.08623E-13
1013;Technetium-99m;Eau;river;Bq;4.29067E-05;x;3.40376E-05;8.86904E-06
1014;Teflubenzuron;Sol;agricultural;kg;4.36873E-13;x;4.10734E-13;2.61391E-14
1015;Tellurium;Brut;in ground;kg;6.43747E-10;x;6.3674E-10;7.00637E-12
1016;Tellurium-123m;Eau;river;Bq;6.0615E-05;x;5.6376E-05;4.23903E-06
1017;Tellurium-132;Eau;river;Bq;1.07314E-07;x;8.50146E-08;2.22997E-08
1018;Terpenes;Air;low. pop.;kg;3.23298E-10;x;2.9187E-10;3.14286E-11
1019;Thallium;Air;;kg;3.70909E-11;x;3.28798E-11;4.21109E-12
1020;Thallium;Air;high. pop.;kg;7.17505E-11;x;7.11248E-11;6.25693E-13
1021;Thallium;Air;low. pop.;kg;2.66134E-12;x;2.44647E-12;2.14873E-13
1022;Thallium;Eau;;kg;2.41831E-14;x;2.30615E-14;1.12165E-15
1023;Thallium;Eau;groundwater;kg;2.8883E-11;x;2.78213E-11;1.06172E-12
1024;Thallium;Eau;river;kg;2.46988E-10;x;2.31321E-10;1.56679E-11
1025;Thiram;Sol;agricultural;kg;1.4719E-12;x;1.32882E-12;1.43085E-13
1026;Thorium;Air;high. pop.;kg;8.60533E-11;x;8.53216E-11;7.31728E-13
1027;Thorium;Air;low. pop.;kg;9.53161E-12;x;8.74486E-12;7.86744E-13
1028;Thorium-228;Air;;Bq;5.91426E-13;x;5.49261E-13;4.21653E-14
1029;Thorium-228;Air;high. pop.;Bq;0.000249106;x;0.000246986;2.11951E-06
1030;Thorium-228;Air;low. pop.;Bq;0.000500593;x;0.000468994;3.15992E-05
1031;Thorium-228;Eau;groundwater;Bq;2.18693E-07;x;2.00776E-07;1.79176E-08
1032;Thorium-228;Eau;ocean;Bq;2.443211712;x;2.245472819;0.197738893
1033;Thorium-228;Eau;river;Bq;5.043163156;x;4.434753016;0.60841014
1034;Thorium-230;Air;low. pop.;Bq;0.001152929;x;0.001068857;8.40726E-05
1035;Thorium-230;Eau;river;Bq;0.715628252;x;0.66407604;0.051552212
1036;Thorium-232;Air;;Bq;9.29404E-13;x;8.63145E-13;6.62595E-14
1037;Thorium-232;Air;high. pop.;Bq;0.000158523;x;0.000157174;1.34875E-06
1038;Thorium-232;Air;low. pop.;Bq;0.000787084;x;0.000737378;4.97055E-05
1039;Thorium-232;Eau;river;Bq;0.001137804;x;0.001066505;7.12994E-05
1040;Thorium-234;Air;low. pop.;Bq;0.000284616;x;0.000264115;2.0501E-05
1041;Thorium-234;Eau;river;Bq;0.00524545;x;0.004867565;0.000377885
1042;Tin;Brut;in ground;kg;2.19168E-07;x;2.15926E-07;3.24117E-09
1043;Tin;Air;;kg;4.35895E-10;x;4.16076E-10;1.98197E-11
1044;Tin;Air;high. pop.;kg;6.56494E-11;x;6.33475E-11;2.30184E-12
1045;Tin;Air;low. pop.;kg;1.72517E-08;x;1.70993E-08;1.52457E-10
1046;Tin;Sol;agricultural;kg;1.99646E-11;x;1.96393E-11;3.25332E-13
1047;Tin, ion;Eau;;kg;1.11983E-12;x;1.06791E-12;5.19211E-14
1048;Tin, ion;Eau;groundwater;kg;2.07397E-10;x;2.01674E-10;5.72319E-12
1049;Tin, ion;Eau;river;kg;5.6725E-10;x;5.4474E-10;2.25098E-11
1050;TiO2, 54% in ilmenite, 2.6% in crude ore, in ground;Brut;in ground;kg;3.19637E-05;x;2.89836E-05;2.98016E-06
1051;TiO2, 95% in rutile, 0.40% in crude ore, in ground;Brut;in ground;kg;3.66148E-11;x;3.35835E-11;3.03134E-12
1052;Titanium;Air;;kg;8.63934E-11;x;7.92472E-11;7.14615E-12
1053;Titanium;Air;high. pop.;kg;1.74099E-08;x;1.72139E-08;1.96054E-10
1054;Titanium;Air;low. pop.;kg;1.46827E-09;x;1.34708E-09;1.21185E-10
1055;Titanium;Sol;agricultural;kg;3.71811E-09;x;3.50278E-09;2.15331E-10
1056;Titanium, ion;Eau;;kg;1.75764E-12;x;1.67612E-12;8.1519E-14
1057;Titanium, ion;Eau;groundwater;kg;2.66952E-09;x;2.5067E-09;1.62821E-10
1058;Titanium, ion;Eau;ocean;kg;5.60257E-10;x;5.04424E-10;5.5833E-11
1059;Titanium, ion;Eau;river;kg;7.34523E-09;x;6.93929E-09;4.05937E-10
1060;TOC, Total Organic Carbon;Eau;;kg;8.96222E-07;x;8.7975E-07;1.64718E-08
1061;TOC, Total Organic Carbon;Eau;ocean;kg;0.000425944;x;0.000387086;3.88579E-05
1062;TOC, Total Organic Carbon;Eau;river;kg;0.001981934;x;0.001813825;0.000168109
1063;Toluene;Air;;kg;7.34058E-07;x;7.38367E-09;7.26674E-07
1064;Toluene;Air;high. pop.;kg;1.2748E-05;x;1.21359E-05;6.12078E-07
1065;Toluene;Air;low. pop.;kg;1.09904E-07;x;1.00289E-07;9.61442E-09
1066;Toluene;Eau;;kg;1.61329E-11;x;1.53847E-11;7.48254E-13
1067;Toluene;Eau;ocean;kg;1.86404E-06;x;1.71343E-06;1.50613E-07
1068;Toluene;Eau;river;kg;2.88307E-06;x;2.52858E-06;3.54493E-07
1069;Toluene, 2-chloro-;Air;high. pop.;kg;1.08335E-13;x;9.71978E-14;1.11376E-14
1070;Toluene, 2-chloro-;Eau;river;kg;2.23921E-13;x;2.01234E-13;2.26868E-14
1071;Transformation, from arable;Brut;land;m2;1.21446E-07;x;1.15671E-07;5.77469E-09
1072;Transformation, from arable, non-irrigated;Brut;land;m2;1.07753E-05;x;8.46505E-06;2.31026E-06
1073;Transformation, from arable, non-irrigated, fallow;Brut;land;m2;2.01758E-08;x;1.96691E-08;5.06747E-10
1074;Transformation, from dump site, inert material landfill;Brut;land;m2;5.26704E-07;x;4.96826E-07;2.98773E-08
1075;Transformation, from dump site, residual material landfill;Brut;land;m2;9.92131E-07;x;9.70531E-07;2.16003E-08
1076;Transformation, from dump site, sanitary landfill;Brut;land;m2;1.61298E-08;x;1.49078E-08;1.22198E-09
1077;Transformation, from dump site, slag compartment;Brut;land;m2;2.20511E-09;x;1.97949E-09;2.2562E-10
1078;Transformation, from forest;Brut;land;m2;0.000745942;x;0.000676393;6.95487E-05
1079;Transformation, from forest, extensive;Brut;land;m2;2.67239E-05;x;2.56924E-05;1.03149E-06
1080;Transformation, from forest, intensive, clear-cutting;Brut;land;m2;3.56842E-07;x;3.22153E-07;3.46891E-08
1081;Transformation, from industrial area;Brut;land;m2;4.34414E-07;x;3.99413E-07;3.50004E-08
1082;Transformation, from industrial area, benthos;Brut;land;m2;5.5486E-10;x;5.38896E-10;1.59643E-11
1083;Transformation, from industrial area, built up;Brut;land;m2;2.63675E-09;x;2.42072E-09;2.16035E-10
1084;Transformation, from industrial area, vegetation;Brut;land;m2;4.49791E-09;x;4.12938E-09;3.68524E-10
1085;Transformation, from mineral extraction site;Brut;land;m2;1.95781E-06;x;1.83817E-06;1.19639E-07
1086;Transformation, from pasture and meadow;Brut;land;m2;3.45987E-06;x;3.31212E-06;1.47755E-07
1087;Transformation, from pasture and meadow, intensive;Brut;land;m2;8.78726E-09;x;6.90188E-09;1.88538E-09
1088;Transformation, from sea and ocean;Brut;land;m2;0.000216107;x;0.000198834;1.72726E-05
1089;Transformation, from shrub land, sclerophyllous;Brut;land;m2;2.09631E-06;x;2.01544E-06;8.08697E-08
1090;Transformation, from tropical rain forest;Brut;land;m2;3.56842E-07;x;3.22153E-07;3.46891E-08
1091;Transformation, from unknown;Brut;land;m2;3.01781E-05;x;2.68467E-05;3.33137E-06
1092;Transformation, to arable;Brut;land;m2;2.26376E-06;x;2.15395E-06;1.09809E-07
1093;Transformation, to arable, non-irrigated;Brut;land;m2;1.07845E-05;x;8.47231E-06;2.31218E-06
1094;Transformation, to arable, non-irrigated, fallow;Brut;land;m2;3.55859E-08;x;3.43601E-08;1.22582E-09
1095;Transformation, to dump site;Brut;land;m2;1.41115E-06;x;1.34107E-06;7.00765E-08
1096;Transformation, to dump site, benthos;Brut;land;m2;0.000216022;x;0.000198757;1.72651E-05
1097;Transformation, to dump site, inert material landfill;Brut;land;m2;5.26704E-07;x;4.96826E-07;2.98773E-08
