"idp","xl93","yl93","dc","dep"
605466,900045,6940787,0,"54"
605499,834616,6769454,0,"52"
605554,828040,6701559,0,"21"
605574,683438,6854683,0,"77"
605595,696011,6686691,0,"18"
605605,622179,6461499,0,"19"
605673,537553,6857902,0,"27"
605703,828214,6487732,0,"42"
605736,304443,6703925,0,"44"
605738,945739,6908411,0,"57"
605743,954697,6788409,8,"88"
605760,648220,6469273,0,"15"
605810,737671,6886206,0,"02"
605843,625063,6567382,0,"23"
605870,702100,6460827,0,"15"
605906,850159,6717358,0,"21"
605931,903189,6608987,0,"39"
605948,848109,6711380,0,"21"
605975,804808,6789695,0,"10"
606052,987590,6894058,8,"57"
606075,851439,6633411,0,"71"
606081,716103,6462707,9,"15"
606090,448333,6460945,0,"17"
606197,812927,6569792,0,"69"
606208,891919,6693018,8,"70"
606216,480333,6222919,0,"65"
606262,618251,6947178,0,"60"
606299,647898,6906952,0,"60"
606312,910369,6746820,0,"70"
606381,588020,6917447,0,"27"
606432,674399,6730841,0,"45"
606451,602031,6441686,0,"19"
606484,505421,6598354,0,"86"
606521,499298,6824241,9,"61"
606526,708836,6548693,0,"63"
606540,533374,6835951,0,"61"
606582,256775,6740286,0,"56"
606608,908576,6770819,8,"88"
606612,557425,6603917,0,"36"
606643,532433,6482229,0,"24"
606676,960502,6766374,0,"88"
606716,928992,6820610,8,"54"
606726,575874,6300043,0,"31"
606731,641952,6317472,0,"81"
606753,925149,6838631,0,"54"
606760,364565,6235860,0,"64"
606774,850248,6961204,8,"08"
606780,326312,6689757,0,"44"
606818,854173,6719322,0,"21"
606848,360799,6263861,0,"64"
606887,703027,6570723,0,"03"
606896,671425,6614954,9,"03"
606932,752696,7008014,0,"59"
606998,688068,6692753,0,"18"
607004,584183,6457820,0,"19"
607006,513139,6806138,0,"61"
607007,700978,6564746,0,"03"
607105,590839,6178050,0,"09"
607115,654449,6497196,8,"19"
607154,598770,6529634,0,"23"
607252,893969,6698996,0,"70"
607292,383888,6643320,0,"85"
607307,967171,6844265,8,"54"
607328,901654,6662957,0,"39"
607408,601777,6889348,0,"75"
607436,626442,6493434,0,"19"
607542,856565,6765269,8,"52"
607577,736740,6776283,8,"89"
607600,991604,6896022,0,"57"
607607,854258,6729314,0,"21"
607708,368741,6257802,0,"64"
607710,964948,6818301,0,"88"
607729,207539,6830621,0,"29"
607731,564119,6447997,9,"24"
607771,832569,6529658,0,"69"
607786,623227,6825208,0,"75"
607867,919171,6840681,0,"54"
607872,826160,6949417,8,"08"
607873,854857,6799261,8,"52"
607956,747241,6836155,0,"51"
607998,503075,6194762,0,"31"
608014,648437,6733058,0,"45"
608025,690269,6361022,0,"12"
608039,870657,6777140,8,"52"
608047,921652,6896626,8,"57"
608065,528364,6714075,0,"37"
608170,972458,6762274,0,"88"
608177,519450,6844061,9,"61"
608238,475199,6568629,0,"79"
608285,956315,6744426,0,"70"
608293,893876,6455200,0,"38"
608310,546300,6707930,9,"37"
608321,493154,6806303,0,"72"
608330,851014,6817282,0,"52"
608441,664943,6557056,0,"23"
608450,620716,6525454,0,"23"
608460,542536,6735942,0,"41"
608465,905582,6654930,8,"39"
608499,398136,6431386,0,"33"
608516,625606,6393534,0,"46"
608543,873130,6599252,0,"71"
608599,636647,6757140,0,"45"
608620,867842,6915078,0,"55"
608642,471253,6332879,0,"47"
608884,392730,6259603,0,"64"
608893,917967,6700788,8,"70"
608915,1006449,6763978,0,"68"
608949,456427,6231108,0,"65"
609091,658177,6702998,0,"18"
609101,845205,6605487,0,"71"
609270,910970,6816767,8,"88"
609285,1219993,6162667,0,"2B"
609347,830602,6767490,0,"21"
609422,504758,6518427,0,"16"
609481,746733,6776198,0,"89"
609499,876721,6785083,8,"52"
609516,629290,6833152,0,"75"
609536,814211,6485853,0,"42"
609723,910979,6469040,0,"38"
609733,665027,6567047,0,"03"
609747,1203591,6114867,0,"2A"
609754,549398,6599987,0,"86"
609778,608468,6733393,8,"45"
609858,825138,6595666,0,"71"
609918,595842,6657554,0,"36"
609934,891748,6673035,0,"39"
609941,972199,6732297,8,"70"
609945,920950,6582855,0,"39"
609954,778687,6538110,0,"42"
609961,602071,6685481,0,"36"
609978,654583,6750994,8,"45"
610059,830264,6493710,0,"69"
610135,982278,6742203,0,"90"
610221,342542,6230046,0,"64"
610273,670165,6465093,0,"15"
610292,307305,6809827,0,"22"
610293,428846,6521052,0,"17"
610326,889184,6607108,9,"39"
610402,942309,6742548,0,"70"
610403,546187,6454140,0,"24"
610419,668505,6742882,0,"45"
610439,370542,6233813,0,"64"
610441,1014911,6817868,0,"67"
610457,855624,6655358,8,"71"
610478,790292,6727861,8,"89"
610485,687815,6662778,0,"18"
610497,844864,6799346,8,"52"
610508,476504,6484691,9,"16"
610540,883214,6842989,0,"55"
610578,781669,6653990,0,"71"
610707,303454,6827846,0,"22"
610724,671846,6664911,0,"18"
610747,386345,6699258,9,"49"
610757,611143,6575492,9,"23"
610860,801738,6663811,0,"71"
610878,408208,6441294,0,"33"
610896,824372,6505749,8,"69"
610911,887906,6691054,0,"21"
610913,825989,6929429,0,"08"
610941,724171,6944288,0,"02"
610987,770269,6370336,0,"48"
611009,789782,6667910,0,"71"
611079,584016,6437840,0,"46"
611102,702942,6560732,0,"03"
611205,889450,6870918,8,"55"
611206,690438,6381001,7,"12"
611213,625985,6677287,0,"18"
611218,604705,6761405,0,"45"
611277,660678,6525119,0,"63"
611335,840594,6767404,0,"52"
611344,1008586,6779948,0,"68"
611346,537304,6827923,8,"61"
611455,596343,6717506,0,"41"
611483,962274,6508562,9,"73"
611517,944343,6514712,0,"73"
611537,566784,6767718,0,"28"
611576,709740,6892439,0,"02"
611610,866814,6795161,0,"52"
611632,602907,6785404,7,"28"
611638,698677,6528796,0,"63"
611656,258822,6746265,0,"56"
611705,926253,6734692,8,"70"
611835,883986,6932929,0,"54"
611842,356778,6749465,0,"44"
611851,743227,6834190,0,"51"
611858,488853,6286781,0,"32"
611945,520561,6496315,0,"24"
611964,880478,6757070,0,"52"
612004,849648,6891248,0,"55"
612052,867242,6845125,8,"55"
612062,420328,6457179,0,"33"
612109,468545,6246991,0,"65"
612122,689079,6812662,0,"77"
612195,792419,6977691,0,"08"
612256,622848,6541423,0,"23"
612313,648101,6693090,0,"18"
612334,911731,6672863,0,"39"
612365,955300,6858359,0,"57"
612428,926425,6754676,0,"70"
612474,468742,6754540,0,"72"
612491,488809,6764368,3,"72"
612502,732557,6754333,0,"89"
612556,571547,6859618,0,"27"
612576,570679,6515881,0,"87"
612585,484465,6722433,0,"49"
612614,990219,6736138,8,"90"
612652,638815,6181645,0,"11"
612710,623478,6855187,0,"75"
612759,742041,6694296,0,"58"
612796,628915,7027049,8,"62"
612947,548567,6500079,0,"87"
612963,1036252,6743733,0,"68"
612970,614822,7015173,8,"80"
613021,715404,6616581,8,"03"
613058,714030,6690536,0,"58"
613119,553328,6591961,0,"86"
613180,619002,6559440,0,"23"
613201,969976,6706335,0,"25"
613267,777571,6642034,0,"58"
613284,837520,6641523,0,"71"
613323,656464,6736988,0,"45"
613331,927286,6854603,0,"54"
613341,934542,6420882,9,"38"
613371,552829,6532015,0,"87"
613372,851613,6887233,0,"55"
613429,656414,6493183,0,"19"
613457,643297,6835033,0,"75"
613468,575124,6210145,0,"09"
613519,837093,6591567,8,"71"
613551,889278,6850932,0,"55"
613639,445357,6221211,0,"65"
613640,540321,6709978,9,"37"
613671,876635,6775090,0,"52"
613728,937883,6924470,0,"57"
613775,917035,6824710,8,"54"
613810,588149,6693592,0,"41"
613828,551311,6829806,0,"28"
613861,570414,6963569,0,"76"
613948,671878,6431110,0,"15"
613952,562321,6471990,0,"24"
613980,782615,6530084,0,"42"
614031,512642,6746183,0,"72"
614065,733742,6894234,0,"02"
614075,925666,6898590,0,"57"
614106,752781,7018009,0,"59"
614120,599029,6201955,0,"09"
614238,837861,6681490,8,"21"
614265,360546,6721454,0,"44"
614295,776626,6765951,0,"10"
614314,865706,6899106,0,"55"
614324,746140,6706252,0,"58"
614366,715973,6920370,9,"02"
614376,851441,6867247,8,"55"
614388,917881,6690796,0,"25"
614406,882270,6733071,0,"70"
614414,932661,6782603,0,"88"
614448,846914,6805325,8,"52"
614453,735387,6616412,0,"03"
614494,850586,6767319,0,"52"
614587,557290,6827757,0,"28"
614632,792552,6406112,8,"07"
614710,371426,6219821,0,"64"
614795,417356,6217446,0,"64"
614810,923773,6678755,9,"25"
614834,892434,6752970,0,"52"
614875,889527,6647074,8,"39"
614881,667801,6896790,0,"60"
614891,638193,6703165,0,"18"
614922,854087,6709330,0,"21"
614967,486310,6220872,0,"65"
614996,887314,6854947,0,"55"
615133,859214,6841196,0,"55"
615139,834786,6789439,8,"10"
615182,964943,6470573,0,"73"
615186,857848,6915164,0,"55"
615189,674285,6954704,0,"80"
615207,455725,6872571,0,"14"
615223,543699,6875840,9,"27"
615272,559473,6609895,0,"36"
615308,829748,6667570,0,"21"
615334,644459,6497280,9,"19"
615371,838288,6731449,0,"21"
615404,579455,6609729,0,"36"
615508,987641,6322521,0,"04"
615568,394613,6245602,8,"64"
615596,605165,6577540,0,"23"
615601,830175,6717529,0,"21"
615636,957783,6914303,0,"57"
615637,512311,6706214,0,"37"
615715,921723,6672777,0,"25"
615747,923085,6598824,0,"39"
615826,786703,6775859,0,"10"
615872,563935,6905655,0,"27"
615903,615951,6433577,0,"19"
615904,380858,6273686,0,"64"
615980,519537,6252562,0,"31"
616013,928289,6506857,0,"73"
616098,241046,6772390,0,"56"
616108,461608,6616702,8,"79"
616113,594924,6547651,0,"23"
616142,882864,6569194,0,"01"
616180,780715,7011774,8,"59"
616222,938123,6720600,0,"70"
616245,614404,6487540,0,"19"
616252,874757,6789097,0,"52"
616272,931714,6672691,8,"25"
616273,877492,6875019,8,"55"
616275,700641,6524783,0,"63"
616306,581957,6909502,8,"27"
616351,799263,6607877,8,"71"
616354,753644,6884071,0,"51"
616376,985193,6848106,0,"57"
616439,625649,6637321,0,"36"
616444,957848,6690452,0,"25"
616455,635436,6851089,8,"75"
616505,792767,6783802,0,"10"
616539,1029614,6899689,8,"57"
616551,478386,6470688,0,"16"
616556,748682,7006049,0,"59"
616564,652815,6183525,8,"66"
616627,722121,6938309,0,"02"
616628,860236,6727265,0,"21"
616637,276840,6750116,0,"56"
616640,885770,6675084,8,"39"
616645,864593,6769197,8,"52"
616704,1004226,6738016,0,"68"
616730,605249,6587531,9,"23"
616766,480499,6242897,0,"65"
616785,171261,6792938,0,"29"
616789,683943,6914644,0,"60"
616803,720685,6768424,0,"89"
616807,392648,6249614,0,"64"
616812,408696,6257474,9,"64"
616819,554295,6468060,0,"24"
616913,835044,6585590,0,"71"
616939,742603,6406536,0,"48"
617102,974941,6818214,0,"88"
617133,773715,6893895,0,"51"
617166,966135,6724355,8,"70"
617215,887134,6601131,0,"39"
617223,486888,6290793,0,"32"
617267,588195,6459785,0,"19"
617313,421286,6209422,0,"64"
617340,981169,6498408,0,"73"
617389,699585,6281025,0,"34"
617404,912170,6375119,0,"05"
617419,512084,6920077,0,"27"
617435,859899,6921143,0,"55"
617456,596722,6523656,8,"87"
617481,480039,6670508,0,"86"
617570,617748,6409584,0,"46"
617577,412473,6717031,0,"49"
617643,467669,6624645,9,"79"
617695,620760,6769265,0,"45"
617730,520727,6516296,0,"87"
617733,567416,6603834,0,"36"
617744,959056,6830344,0,"54"
617817,705895,6910461,9,"02"
617823,848878,6567486,0,"01"
617841,589613,6629628,0,"36"
617931,833847,6679525,0,"21"
617933,780045,6697970,0,"89"
617934,529277,6823992,0,"61"
618068,462501,6482808,0,"16"
618070,678413,6732806,0,"45"
618095,888849,6800968,0,"52"
618110,832310,6967355,0,"08"
618111,453912,6652737,0,"79"
618114,919489,6413019,9,"38"
618135,820699,6543747,0,"69"
618169,692419,6734686,8,"89"
618245,594249,6945380,0,"76"
618247,907902,6924728,8,"54"
618301,249315,6806300,0,"56"
618352,187553,6830782,0,"29"
618367,703593,6874501,0,"77"
618417,1023635,6901740,8,"57"
618457,925322,6858617,8,"54"
618499,740639,6410549,0,"48"
618505,626236,6707263,0,"41"
618542,674682,6527000,0,"63"
618549,1020109,6725887,0,"68"
618592,866985,6815147,0,"52"
618684,453841,6886578,0,"14"
618771,769701,6891930,8,"51"
618822,521415,6840047,0,"61"
618828,195419,6814729,0,"29"
618842,563005,6194264,0,"09"
618856,965466,6878259,0,"57"
618918,993887,6698135,8,"25"
618920,806257,6959582,0,"08"
618999,593220,6223979,0,"09"
619039,702476,6386894,9,"12"
619116,702496,6744594,0,"89"
619137,976040,6714277,0,"25"
619143,716079,6696514,0,"58"
619270,475926,6414760,0,"33"
619272,843498,6873311,8,"51"
619273,860322,6737257,0,"52"
619288,571713,6879605,0,"27"
619306,545664,6871827,0,"27"
619312,1012081,6721959,9,"68"
619336,756352,6378446,0,"48"
619343,724044,6456646,0,"43"
619405,874157,6719151,0,"21"
619447,724868,6790374,0,"89"
619499,457581,6370954,0,"33"
619500,750747,6778163,0,"89"
619561,939828,6686610,0,"25"
619562,523744,6398379,0,"47"
619608,1051477,6885507,8,"67"
619651,986465,6764151,0,"88"
619674,824879,6799517,0,"10"
619696,791321,6613939,0,"71"
619697,527311,6828006,9,"61"
619704,488192,6206872,0,"65"
619707,577943,6907537,0,"27"
619723,671900,6908749,8,"60"
619792,914985,6818732,8,"88"
619989,842900,6803361,0,"52"
620001,461045,6790579,0,"72"
620011,903371,6862804,0,"55"
620026,831457,6633581,0,"71"
620041,734268,6720343,0,"89"
620067,931285,6622734,0,"39"
620076,980227,6736225,8,"70"
620082,569797,6649778,0,"36"
620104,896019,6704974,0,"70"
620230,875528,6879033,8,"55"
620396,934714,6440862,0,"38"
620467,684629,6403029,0,"12"
620502,637150,6817096,0,"75"
620513,689922,6912595,0,"60"
620559,935126,6507203,0,"73"
620603,531076,6198525,0,"09"
620611,508131,6684265,0,"37"
620622,655003,6800957,0,"45"
620653,778856,6558092,0,"42"
620667,664407,6730925,0,"45"
620694,372668,6737343,0,"44"
620708,847682,6661421,8,"21"
620748,884657,6545199,0,"01"
620777,894913,6808911,0,"88"
620801,766901,6562190,9,"42"
620803,554243,6701868,0,"37"
620883,935126,6604715,8,"39"
620901,763552,6873993,0,"51"
620967,1018059,6719909,0,"68"
621067,548348,6713909,0,"37"
621075,935900,6694638,8,"25"
621143,718951,7036287,0,"59"
621179,845889,6685418,0,"21"
621186,702503,6153141,0,"66"
621187,480186,6446695,0,"24"
621223,857417,6631361,0,"71"
621252,850076,6941216,0,"08"
621273,718636,6762445,0,"89"
621287,427366,6341233,0,"40"
621398,816425,6745626,0,"21"
621432,543836,6651992,0,"37"
621443,913695,6668849,0,"25"
621464,640745,6769098,0,"45"
621490,917551,6884668,0,"54"
621513,897726,6670985,0,"39"
621523,833933,6689517,0,"21"
621542,829834,6677561,0,"21"
621583,784483,6749895,0,"89"
621658,616160,6697354,0,"41"
621660,392816,6757164,7,"53"
621682,1021063,6835803,8,"67"
621687,572644,6511868,0,"87"
621702,613191,6581470,0,"23"
621754,502815,6766250,0,"72"
621759,522409,6959970,0,"76"
621802,482500,6726446,0,"49"
621848,528447,6724067,0,"37"
621876,390437,6223660,0,"64"
621885,848622,6771333,8,"52"
621950,820439,6747590,0,"21"
622011,611603,6869278,0,"75"
622015,693288,6600781,0,"03"
622017,902942,6812839,0,"88"
622058,838886,6801396,0,"52"
622072,913266,6618892,0,"39"
622159,778760,6781922,0,"10"
622184,841705,6897312,8,"51"
622287,556125,6687863,0,"37"
622365,608133,6693425,0,"41"
622400,383806,6877159,0,"50"
622409,905410,6634947,8,"39"
622423,494126,6682382,9,"37"
622455,531298,6586149,0,"86"
622528,645094,6811034,0,"75"
622540,853745,6669363,0,"21"
622596,1019099,6839817,8,"67"
622630,762413,6386387,0,"48"
622633,366530,6231848,0,"64"
622638,1057368,6873463,0,"67"
622727,602958,6193931,0,"09"
622820,665732,6413178,0,"15"
622872,658429,6732974,0,"45"
622881,522609,6502293,0,"24"
622917,452497,6239132,0,"65"
622963,450368,6223167,0,"65"
622964,716562,6398764,0,"48"
622976,688153,6702745,0,"18"
623037,581587,6625698,0,"36"
623061,424332,6215390,0,"64"
623077,726917,6796353,8,"89"
623157,840423,6747420,8,"21"
623176,598514,6977328,0,"76"
623179,934023,6708644,8,"70"
623214,289204,6795983,0,"22"
623233,606886,6185907,0,"09"
623248,583635,6631676,0,"36"
623269,965639,6898245,8,"57"
623321,513470,6846110,9,"61"
623343,602866,6541590,0,"23"
623371,938640,6780553,0,"88"
623384,697107,6816592,0,"77"
623421,325080,6783700,0,"35"
623448,764244,6720088,0,"89"
623480,692055,6928568,8,"60"
623508,640241,6709144,0,"41"
623540,584422,6965451,0,"76"
623590,654281,6477215,0,"15"
623598,716731,6418743,0,"48"
623614,887056,6824968,0,"55"
623615,736063,6696345,9,"58"
623651,669913,6435123,0,"15"
623861,635604,6871076,0,"75"
623872,563685,6875674,0,"27"
623996,835897,6919350,8,"08"
624018,874928,6809082,0,"52"
624035,884320,6739050,0,"52"
624038,634011,6681217,0,"18"
624060,808567,6761682,0,"21"
624112,602489,6735442,0,"41"
624142,187072,6770827,0,"29"
624199,634812,7015005,8,"62"
624223,856650,6775261,0,"52"
624263,836153,6715479,8,"21"
624316,835299,6849396,0,"51"
624426,693936,6914560,0,"60"
624428,790588,6410125,0,"07"
624452,952129,6722478,0,"70"
624457,640325,6719136,0,"18"
624531,841021,6817367,8,"52"
624605,553963,6428100,0,"24"
624629,833421,6629568,0,"71"
624640,998248,6740066,9,"90"
624661,972286,6742289,0,"70"
624692,251119,6782302,0,"56"
624734,847684,6895262,6,"55"
624736,828726,6547676,0,"69"
624749,876807,6795075,8,"52"
624789,953403,6638530,0,"25"
624823,875014,6819075,0,"52"
624914,831798,6673548,0,"21"
624930,419191,6804915,0,"53"
624940,592034,6919413,0,"27"
624945,961188,6498581,9,"73"
624981,545332,6831854,0,"28"
625007,646556,6747064,0,"45"
625038,824453,6749555,0,"21"
625086,839911,6687468,0,"21"
625112,232939,6758466,9,"56"
625155,817281,6611720,0,"71"
625221,964171,6728369,8,"70"
625225,923702,6902605,0,"57"
625226,525875,6414346,0,"24"
625287,796270,6725812,0,"21"
625307,674723,6413103,9,"12"
625316,543610,6264350,7,"31"
625321,883892,6689090,0,"21"
625338,686761,6418996,0,"12"
625353,918814,6566887,0,"01"
625367,747512,6632297,9,"58"
625383,348017,6655605,0,"44"
625416,816422,6979485,9,"08"
625436,615658,6637404,0,"36"
625456,549005,6192383,0,"09"
625482,492262,6940230,0,"76"
625667,963583,6544520,0,"74"
625688,539768,6883868,0,"27"
625692,632672,6163716,0,"66"
625701,540265,6943830,0,"76"
625707,684461,6383050,0,"12"
625816,451769,6392981,0,"33"
625832,522385,6716123,0,"37"
625864,628285,6713241,0,"41"
625879,946927,6814459,0,"88"
625908,699157,6822571,0,"77"
625942,384871,6519415,0,"17"
625953,558641,6509986,9,"87"
626110,573928,6905571,0,"27"
626235,530136,6446281,0,"24"
626237,528255,6460284,0,"24"
626262,875099,6829068,8,"55"
626300,406161,6435316,0,"33"
626395,435081,6792792,0,"53"
626433,696855,6786613,8,"89"
626437,861773,6673291,0,"21"
626499,741940,6918151,0,"02"
626553,829918,6921400,0,"08"
626620,558007,6673858,8,"37"
626623,631460,6615289,0,"36"
626672,413617,6613100,0,"85"
626759,870219,6395864,9,"26"
626772,550230,6699903,9,"37"
626797,708221,6712569,8,"58"
626862,330833,6264105,0,"64"
626941,846572,6765355,8,"52"
627063,893798,6679012,0,"39"
627191,669545,6628958,7,"18"
627193,953423,6872366,0,"57"
627203,641703,6645180,0,"18"
627239,640195,6465344,0,"19"
627302,1209742,6132792,0,"2B"
627350,498842,6286698,8,"32"
627396,695927,6676699,0,"18"
627429,704099,6934463,0,"60"
627435,163155,6779013,0,"29"
627455,535339,6831937,0,"61"
627456,636944,7030980,0,"62"
627488,766463,6746051,0,"89"
627497,490279,6700401,0,"37"
627596,596176,6697522,9,"41"
627606,628452,6733226,0,"45"
627617,905668,6664921,0,"39"
627629,962811,6802330,0,"88"
627650,551219,6218336,0,"09"
627655,865021,6819161,0,"52"
627659,592284,6949394,0,"76"
627793,443437,6836695,0,"61"
627827,696770,6776621,0,"45"
627850,681080,6574905,0,"03"
627871,575442,6607764,9,"36"
627877,559256,6823743,0,"28"
627885,564402,6721769,0,"41"
627939,479360,6346798,0,"47"
627959,721699,6888340,0,"02"
627980,824195,6953431,0,"08"
627981,675354,6606927,0,"03"
627984,550864,6536028,0,"87"
628100,461457,6840543,0,"61"
628131,863313,6853154,8,"55"
628137,630455,6495399,0,"19"
628149,776456,6745966,0,"89"
628242,610642,6515547,0,"87"
628245,883557,6882962,0,"55"
628259,910111,6716844,8,"70"
628270,515246,6578289,0,"86"
628297,566150,6931622,0,"76"
628308,835556,6645537,0,"71"
628315,529111,6804007,0,"61"
628316,630964,7033029,0,"62"
628336,1016528,6773884,8,"68"
628376,151675,6843061,0,"29"
628379,434567,6245274,0,"64"
628458,818560,6761597,0,"21"
628479,973150,6842214,0,"54"
628518,454311,6458897,0,"17"
628530,772540,6520178,0,"42"
628541,933178,6842559,8,"54"
628572,478369,6226931,0,"65"
628585,699578,6872537,0,"77"
628648,1034897,6817694,0,"67"
628653,666908,6553043,0,"63"
628660,859809,6677305,0,"21"
628727,386589,6241673,0,"64"
628746,755708,6656209,0,"58"
628800,485539,6852337,0,"61"
628876,448922,6774690,0,"53"
628884,835128,6829410,8,"52"
628964,979968,6706249,0,"25"
628990,724931,7034237,8,"59"
629014,867156,6835132,0,"55"
629032,907988,6934722,0,"54"
629071,503787,6642332,0,"86"
629095,751764,6898079,0,"51"
629110,822487,6987429,0,"08"
629135,920348,6512920,0,"73"
629152,906859,6570986,8,"01"
629179,560055,6679836,0,"37"
629184,544750,6761905,0,"41"
629185,852551,6763305,8,"52"
629195,999027,6829998,0,"54"
629251,843242,6843332,0,"52"
629271,1001916,6702062,0,"25"
629282,547123,6206383,0,"09"
629307,1027042,6833752,0,"67"
629314,678497,6742798,0,"45"
629403,866900,6805154,0,"52"
629413,562154,6452009,0,"24"
629427,450463,6476913,0,"16"
629465,213197,6788604,0,"56"
629474,660613,6992800,8,"80"
629541,634552,6507354,0,"19"
629547,596131,6931372,0,"76"
629569,673781,6894741,8,"60"
629571,646723,6767049,0,"45"
629579,828467,6751519,0,"21"
629606,552799,6288248,0,"31"
629633,913953,6698824,8,"70"
629684,937796,6914476,0,"57"
629708,523853,6652158,9,"86"
629734,964862,6808308,8,"88"
629764,451686,6382991,0,"33"
629795,666456,6736904,8,"45"
629802,914211,6728800,8,"70"
629977,514997,6548316,0,"16"
629991,828723,6781496,9,"10"
629997,686509,6389027,0,"12"
630020,675806,6423084,0,"15"
630022,882785,6793025,0,"52"
630063,825820,6675597,0,"21"
630131,716502,6746475,0,"89"
630160,794469,6983670,9,"08"
630179,504864,6772229,0,"72"
630185,523770,6642167,0,"86"
630290,947444,6874417,0,"57"
630341,834872,6799432,0,"10"
630421,664155,6700949,0,"18"
630462,833164,6833424,0,"52"
630473,640074,6689160,0,"18"
630477,774928,6566118,9,"42"
630502,501111,6198774,0,"31"
630584,920189,6726750,8,"70"
630591,975954,6704285,0,"25"
630672,1023114,6841781,8,"67"
630679,847938,6691396,0,"21"
630686,768088,6702069,0,"89"
630699,879107,6597203,8,"39"
630722,589780,6649611,0,"36"
630768,693120,6580799,0,"03"
630776,722418,6500620,0,"63"
630925,604330,6477634,0,"19"
630935,661822,6898839,0,"60"
631044,666320,6483109,0,"15"
631114,681248,6594887,9,"03"
631141,843583,6649465,8,"71"
631164,888334,6741014,0,"52"
631263,798614,6414053,0,"07"
631268,777401,6622051,0,"71"
631330,707883,6672601,0,"58"
631365,950923,6582597,0,"74"
631371,923271,6852639,0,"54"
631383,956402,6754418,0,"70"
631430,527700,6634140,0,"86"
631485,816260,6491831,0,"42"
631506,515111,6200655,0,"31"
631542,1009454,6879876,0,"67"
631543,479378,6590576,8,"86"
631571,390601,6243637,8,"64"
631628,761503,6868014,0,"51"
631634,729409,6618461,0,"03"
631635,598225,6703500,0,"41"
631662,686160,6940611,0,"60"
631682,447686,6624810,0,"79"
631733,625231,6587364,0,"23"
631742,670543,6391159,0,"12"
631763,1015259,6857839,8,"67"
631767,440462,6233238,8,"64"
631770,634393,6965034,0,"80"
631810,615909,6667379,9,"36"
631836,566833,6533897,0,"87"
631860,402480,6717113,0,"49"
631862,842217,6723422,8,"21"
631889,880900,6573207,0,"01"
631896,902438,6405174,0,"26"
631914,786023,6695921,8,"21"
632050,595213,6821445,0,"28"
632051,764852,6556212,0,"42"
632099,846658,6775347,0,"52"
632117,914886,6574914,0,"01"
632122,511099,6198691,0,"31"
632148,644339,6721101,8,"18"
632195,991345,6866042,0,"57"
632237,690819,6544848,0,"63"
632244,709873,6434786,0,"15"
632248,219740,6856506,0,"22"
632379,907472,6874761,0,"54"
632477,606295,6473621,0,"19"
632533,802248,6723762,0,"21"
632544,1008500,6769956,8,"68"
632561,822748,6549725,0,"69"
632577,832993,6813439,0,"52"
632591,944187,6728542,0,"70"
632611,666068,6453138,0,"15"
632618,535256,6821944,9,"61"
632632,686805,6542884,0,"63"
632661,1021150,6845796,8,"67"
632733,980636,6552366,0,"74"
632736,587994,6315926,0,"81"
632750,729558,6872283,8,"02"
632811,724086,6934294,8,"02"
632825,350554,6721535,9,"44"
632854,614571,6985189,0,"80"
632889,341875,6637669,0,"85"
632891,785004,6576024,7,"71"
632900,701315,6604710,8,"03"
632914,496650,6504506,8,"16"
632925,754746,7013994,8,"59"
632976,775680,6889881,0,"51"
633036,687984,6682761,0,"18"
633082,465771,6394863,0,"33"
633123,1027389,6873724,0,"67"
633156,612021,6441602,0,"19"
633159,407388,6341398,8,"40"
633192,661804,6421204,0,"15"
633202,852722,6783290,0,"52"
633237,941552,6886460,0,"57"
633343,897897,6690968,8,"70"
633373,879873,6453322,0,"38"
633395,534813,6528169,0,"87"
633478,952733,6792423,8,"88"
633492,659553,6629042,9,"18"
633522,542424,6482146,0,"24"
633528,598430,6967333,8,"76"
633547,606670,6757391,0,"45"
633573,408531,6237497,0,"64"
633640,784739,6779873,0,"10"
633667,608300,6713409,0,"41"
633673,745801,6666285,0,"58"
633734,826591,6531708,0,"69"
633739,628574,6509402,9,"19"
633749,985366,6868092,8,"57"
633752,356043,6659536,0,"85"
633779,677122,6816760,0,"77"
633836,994147,6728110,0,"90"
633874,915659,6664835,0,"25"
633878,583422,6845528,0,"28"
633898,786278,6725897,0,"89"
633981,360710,6741438,0,"44"
634015,785683,6655954,0,"71"
634048,525071,6558224,8,"16"
634049,394449,6225625,0,"64"
634056,766378,6736059,0,"89"
634077,788507,6518044,0,"42"
634081,843327,6853325,0,"51"
634083,695396,6850585,0,"77"
634089,894742,6788925,0,"52"
634091,1014478,6767905,9,"68"
634093,1018752,6799847,9,"68"
634096,926683,6784653,8,"88"
634097,679760,6892692,8,"60"
634098,672045,6451090,0,"15"
634198,719502,6628537,0,"58"
634210,614530,6741337,8,"45"
634223,853748,6903206,0,"55"
634275,934696,6554760,0,"74"
634278,639487,6619219,0,"18"
634309,1211616,6118792,0,"2A"
634338,754099,6466382,0,"43"
634398,586564,6503759,0,"87"
634570,807630,6651770,0,"71"
634574,655953,6319353,0,"81"
634579,568531,6977577,8,"76"
634600,804894,6799688,0,"10"
634621,457310,6217116,0,"65"
634654,869629,6657236,0,"21"
634656,718467,6742461,0,"89"
634724,820444,6513776,0,"69"
634740,589401,6843479,0,"28"
634814,672098,6694886,0,"18"
634849,680799,6778754,0,"45"
634856,836238,6725471,0,"21"
634867,845718,6665435,9,"21"
634873,699772,6658680,8,"18"
634891,1006103,6724010,0,"90"
